data,valor
2003-02-01,2.519999999999996
2003-03-01,4.739999999999995
2003-04-01,-1.2199999999999989
2003-05-01,-1.8900000000000006
2003-06-01,-1.7199999999999989
2003-07-01,4.469999999999999
2003-08-01,-1.5799999999999983
2003-09-01,1.4000000000000057
2003-10-01,2.1899999999999977
2003-11-01,-3.1099999999999994
2003-12-01,-2.210000000000008
2004-01-01,-1.1499999999999915
2004-02-01,0.8599999999999994
2004-03-01,12.530000000000001
2004-04-01,-4.6200000000000045
2004-05-01,-1.3299999999999983
2004-06-01,0.9699999999999989
2004-07-01,4.469999999999999
2004-08-01,-0.8199999999999932
2004-09-01,-1.440000000000012
2004-10-01,-0.3199999999999932
2004-11-01,0.7000000000000028
2004-12-01,-2.030000000000001
2005-01-01,-4.040000000000006
2005-02-01,0.480000000000004
2005-03-01,11.420000000000002
2005-04-01,-3.0700000000000074
2005-05-01,-1.4899999999999949
2005-06-01,0.6400000000000006
2005-07-01,1.6500000000000057
2005-08-01,2.0
2005-09-01,-4.200000000000003
2005-10-01,0.37999999999999545
2005-11-01,0.4000000000000057
2005-12-01,-0.480000000000004
2006-01-01,-2.700000000000003
2006-02-01,-0.75
2006-03-01,11.290000000000006
2006-04-01,-6.480000000000004
2006-05-01,4.579999999999998
2006-06-01,-2.789999999999992
2006-07-01,5.009999999999991
2006-08-01,1.6500000000000057
2006-09-01,-4.8500000000000085
2006-10-01,3.1200000000000045
2006-11-01,-0.6599999999999966
2006-12-01,-2.3700000000000045
2007-01-01,-1.509999999999991
2007-02-01,-1.460000000000008
2007-03-01,11.780000000000001
2007-04-01,-4.819999999999993
2007-05-01,3.6099999999999994
2007-06-01,-1.5200000000000102
2007-07-01,5.469999999999999
2007-08-01,1.200000000000017
2007-09-01,-5.8100000000000165
2007-10-01,5.929999999999993
2007-11-01,-3.289999999999992
2007-12-01,-3.4499999999999886
2008-01-01,-0.5700000000000074
2008-02-01,0.04999999999999716
2008-03-01,7.0800000000000125
2008-04-01,0.4899999999999807
2008-05-01,-0.5600000000000023
2008-06-01,1.670000000000016
2008-07-01,5.939999999999998
2008-08-01,-2.6599999999999966
2008-09-01,-1.2700000000000102
2008-10-01,0.20000000000001705
2008-11-01,-8.220000000000013
2008-12-01,-5.679999999999993
2009-01-01,-3.700000000000003
2009-02-01,0.060000000000002274
2009-03-01,12.549999999999997
2009-04-01,-4.719999999999999
2009-05-01,1.3199999999999932
2009-06-01,1.2000000000000028
2009-07-01,5.829999999999998
2009-08-01,-0.7400000000000091
2009-09-01,-0.8899999999999864
2009-10-01,2.6699999999999875
2009-11-01,-2.859999999999985
2009-12-01,-0.3900000000000148
2010-01-01,-3.4199999999999875
2010-02-01,1.7999999999999972
2010-03-01,15.829999999999998
2010-04-01,-6.569999999999993
2010-05-01,-0.3499999999999943
2010-06-01,-0.4300000000000068
2010-07-01,5.549999999999983
2010-08-01,-0.08999999999997499
2010-09-01,-2.0900000000000034
2010-10-01,-0.12999999999999545
2010-11-01,0.3499999999999943
2010-12-01,-2.990000000000009
2011-01-01,-4.030000000000001
2011-02-01,3.5200000000000102
2011-03-01,8.75
2011-04-01,-5.0400000000000205
2011-05-01,3.3400000000000034
2011-06-01,-1.4799999999999898
2011-07-01,3.4399999999999977
2011-08-01,2.319999999999993
2011-09-01,-5.2099999999999795
2011-10-01,-0.28000000000000114
2011-11-01,-0.15000000000000568
2011-12-01,-2.640000000000015
2012-01-01,-5.889999999999986
2012-02-01,2.009999999999991
2012-03-01,11.0
2012-04-01,-6.5
2012-05-01,4.710000000000008
2012-06-01,-2.280000000000001
2012-07-01,5.180000000000007
2012-08-01,2.4499999999999886
2012-09-01,-8.310000000000002
2012-10-01,6.110000000000014
2012-11-01,-3.5600000000000023
2012-12-01,-4.6299999999999955
2013-01-01,-0.20000000000001705
2013-02-01,-3.180000000000007
2013-03-01,11.870000000000005
2013-04-01,1.7800000000000011
2013-05-01,-2.759999999999991
2013-06-01,-2.1599999999999966
2013-07-01,7.259999999999991
2013-08-01,-0.3199999999999932
2013-09-01,-4.539999999999992
2013-10-01,4.6299999999999955
2013-11-01,-4.110000000000014
2013-12-01,-2.019999999999982
2014-01-01,-3.0500000000000114
2014-02-01,0.8100000000000023
2014-03-01,5.5
2014-04-01,-1.3400000000000034
2014-05-01,-0.5500000000000114
2014-06-01,-6.259999999999991
2014-07-01,8.969999999999999
2014-08-01,-1.579999999999984
2014-09-01,-0.15000000000000568
2014-10-01,1.579999999999984
2014-11-01,-4.780000000000001
2014-12-01,0.5600000000000023
2015-01-01,-6.739999999999981
2015-02-01,-2.180000000000007
2015-03-01,12.930000000000007
2015-04-01,-7.070000000000022
2015-05-01,-2.609999999999985
2015-06-01,-1.2800000000000011
2015-07-01,4.599999999999994
2015-08-01,-2.299999999999983
2015-09-01,-2.7700000000000102
2015-10-01,2.1200000000000045
2015-11-01,-4.240000000000009
2015-12-01,0.28000000000000114
2016-01-01,-7.969999999999999
2016-02-01,2.5600000000000023
2016-03-01,9.460000000000008
2016-04-01,-4.260000000000019
2016-05-01,-2.469999999999999
2016-06-01,1.7199999999999989
2016-07-01,1.460000000000008
2016-08-01,1.4399999999999977
2016-09-01,-4.299999999999983
2016-10-01,-1.1300000000000239
2016-11-01,-0.3699999999999761
2016-12-01,0.9799999999999898
2017-01-01,-4.8700000000000045
2017-02-01,0.9199999999999875
2017-03-01,12.51000000000002
2017-04-01,-8.150000000000006
2017-05-01,2.25
2017-06-01,-1.1200000000000045
2017-07-01,3.5500000000000114
2017-08-01,1.7099999999999795
2017-09-01,-5.279999999999973
2017-10-01,1.2099999999999795
2017-11-01,-0.9899999999999807
2017-12-01,0.6999999999999886
2018-01-01,-3.6599999999999966
2018-02-01,-2.180000000000007
2018-03-01,11.629999999999995
2018-04-01,-2.4799999999999898
2018-05-01,-6.789999999999992
2018-06-01,4.649999999999977
2018-07-01,4.1200000000000045
2018-08-01,2.3499999999999943
2018-09-01,-7.649999999999977
2018-10-01,4.069999999999993
2018-11-01,-2.1899999999999977
2018-12-01,-1.3300000000000125
2019-01-01,-2.759999999999991
2019-02-01,0.3400000000000034
2019-03-01,5.1200000000000045
2019-04-01,0.6499999999999773
2019-05-01,-0.28999999999999204
2019-06-01,-4.269999999999982
2019-07-01,8.039999999999992
2019-08-01,-1.200000000000017
2019-09-01,-3.609999999999985
2019-10-01,4.6200000000000045
2019-11-01,-4.050000000000011
2019-12-01,-1.4199999999999875
2020-01-01,-3.4399999999999977
2020-02-01,0.46999999999999886
2020-03-01,1.6799999999999784
2020-04-01,-17.669999999999987
2020-05-01,1.1200000000000045
2020-06-01,6.390000000000001
2020-07-01,10.029999999999987
2020-08-01,-0.19999999999998863
2020-09-01,1.460000000000008
2020-10-01,2.6599999999999966
2020-11-01,-1.6500000000000057
2020-12-01,1.210000000000008
2021-01-01,-7.670000000000016
2021-02-01,2.640000000000015
2021-03-01,9.889999999999986
2021-04-01,-5.340000000000003
2021-05-01,-1.4199999999999875
2021-06-01,0.3199999999999932
2021-07-01,5.199999999999989
2021-08-01,-1.0699999999999932
2021-09-01,-3.210000000000008
2021-10-01,-0.6499999999999773
2021-11-01,1.8199999999999932
2021-12-01,1.960000000000008
2022-01-01,-9.460000000000008
2022-02-01,3.490000000000009
2022-03-01,12.159999999999997
2022-04-01,-6.110000000000014
2022-05-01,0.6700000000000159
2022-06-01,-0.8400000000000034
2022-07-01,6.9199999999999875
2022-08-01,0.1599999999999966
